id_1,id_0,title_1,title_0,brand_name,category,table_name,dependency_ratio,dependency_count,similarity,max_length,min_length,jaro_winker
7098,67878,퓨어 카밍 시카데이션 spf47,퓨어 카밍 시카데이션 spf47 pa++,바이애콤,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.7778,18,14,
7100,67904,퓨어 카밍 시카 로션,퓨어 카밍 시카 로션,바이애콤,로션,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
7103,67879,허니 글로우 세라 크림,허니 글로우 세라 크림,바이애콤,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
7104,67891,허니 글로우 미스트,허니 글로우 미스트,바이애콤,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7105,54127,시카비오 포마드,시카비오 포마드,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7107,54127,시카비오 포마드,시카비오 포마드,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7108,54128,하이드라비오 토너,하이드라비오 토너,바이오더마,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,8,8,
7109,54129,하이드라비오 세럼,하이드라비오 세럼,바이오더마,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,8,8,
7110,54123,센시비오 크림 라이트,센시비오 라이트,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.7778,9,7,
7111,54133,센시비오 토너,센시비오 토너,바이오더마,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
7114,54126,하이드라비오 젤크림,하이드라비오 젤 크림,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
7115,54125,세비엄 매트 컨트롤 수분 크림,세비엄 매트 컨트롤,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6667,12,8,
7118,54135,아토덤 뉴트리티브 크림,아토덤 뉴트리티브,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.8,10,8,
7119,54148,센시비오 포르테,센시비오 포르테,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7120,54158,센시비오 리치 크림,센시비오 리치,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
7121,54145,세비엄 하이드라,세비엄 하이드라,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7122,54133,센시비오 토너,센시비오 토너,바이오더마,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
7125,54154,세비엄 나이트 필 세럼,세비엄 나이트 필,바이오더마,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7778,9,7,
7126,54136,시카비오 데이 리페어 크림 spf50+,시카비오 크림,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.3529,17,6,
7128,54136,시카비오 크림,시카비오 크림,바이오더마,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
7130,54141,아토덤 밤 레브르,아토덤 밤 레브르 립밤,바이오더마,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7778,9,7,
7142,9925,안티 블레미쉬 스틱,안티 블레미쉬 트러블 스틱,바이오드로가,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7273,11,8,
7157,55723,시그니처 바이오 아쿠아 카밍 젤 크림,시그니처 바이오 크림,셀로니아,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6,15,9,
7158,9938,스마트 리커버리 퍼밍 세럼,스마트 리커버리 퍼밍 세럼,바이오에스,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7160,9940,스마트 리커버리 퍼밍 아이크림,스마트 리커버리 퍼밍 아이크림,바이오에스,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,13,13,
7161,54017,센텔라 드레싱 파우더,센텔라 드레싱 파우더,얼라이브랩,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
7163,54019,레드스팟 레몬 파우더,레드스팟 레몬 파우더,얼라이브랩,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
7173,9968,베리어 히알루론산 앰플,베리어 히알루론산 앰플,바이오피엘,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7177,27069,바이오힐보 더마 워터 세라마이드 젤 크림,더마 워터 세라마이드 젤 크림,바이오힐보,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,0.7059,17,12,
7178,9974,바이오힐보 비타민 히알루로닉 젤 크림,비타민 히알루로닉 젤 크림,바이오힐보,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6875,16,11,
7179,9978,바이오힐보 판테놀 시카 배리어 크림 미스트,판테놀 시카 배리어 크림 미스트,바이오힐보,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,5,0.7222,18,13,
7182,9982,바이오힐보 비타민 히알루로닉 에멀전,비타민 히알루로닉 에멀전,바이오힐보,로션,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6875,16,11,
7183,9989,바이오힐보 비타민 토닝 올인원 에센스,비타민 토닝 올인원 에센스,바이오힐보,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6875,16,11,
7185,9984,바이오힐보 비타민 토닝 기미잡티 세럼,비타민 토닝 기미잡티 세럼,바이오힐보,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6875,16,11,
7188,52931,퓨어 비타민 앰플 어드밴스드 세럼,퓨어 비타민 어드밴스드 세럼,바이위시트렌드,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8571,14,12,
7194,52938,비타민 맥시마이징 크림,비타민 맥시마이징 크림,바이위시트렌드,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7196,52933,만델릭애시드 스킨 프렙 워터,만델릭애시드 스킨 프렙 워터,바이위시트렌드,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
7197,52932,애씨드 듀오 히비스커스 크림,애씨드 듀오 히비스커스 크림,바이위시트렌드,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
7198,52933,만델릭애씨드 스킨프렙 워터,만델릭애시드 스킨 프렙 워터,바이위시트렌드,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.3333,1,0.9722,12,12,0.9667
7199,10001,압타민 미라클 앰플,압타민 미라클 앰플,바이크림,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7201,9991,워터풀 크림 바이 밸런스드 이펙트,워터풀 크림 바이 밸런스드 이펙트,바이크림,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,14,14,
7202,10010,하이드레이팅 퍼펙트 리프팅 세럼,하이드레이팅 퍼펙트 리프팅 세럼,바이크림,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,14,14,
7203,10009,캐비아 브라이트닝 세럼,캐비아 브라이트닝 세럼,바이크림,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7204,10028,플랜트 스템셀 디피 토너,플랜트 스템셀 디피토너,바이허브,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,10,10,
7209,10030,애프터 텐미닛 더 리얼 아이케어 세럼,애프터 텐미닛 더 리얼 아이케어 세럼,바이허브,크림,naver_beauty_product_info_extended_v1_211217,1.0,6,1.0,15,15,
7210,10030,애프터 텐미닛 더 리얼 아이 케어 세럼,애프터 텐미닛 더 리얼 아이케어 세럼,바이허브,크림,naver_beauty_product_info_extended_v1_211217,0.8333,5,1.0,15,15,
7211,10030,애프터 텐미닛 더 리얼 아이케어 세럼,애프터 텐미닛 더 리얼 아이케어 세럼,바이허브,크림,naver_beauty_product_info_extended_v1_211217,1.0,6,1.0,15,15,
7212,10049,칼렌듈라 허스텔크림,칼렌듈라 허스텔 크림,반데르피게,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
7213,10042,알로에베라 페이셜 세럼,알로에 베라 페이셜세럼,반데르피게,에센스,naver_beauty_product_info_extended_v1_211217,0.0,0,1.0,10,10,
7214,10048,호호바 아이크림,호호바 아이크림,반데르피게,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7215,10059,세라마이드 크림,닥터 세라마이드 크림,반코르,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.7778,9,7,
7217,10058,모이스트 바하 겔,모이스트 바하겔,반코르,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,7,7,
7219,17926,모이스트 시리즈 토너,모이스트 토너,반코르,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6667,9,6,
7220,17928,리하이드레이팅 징크 크림,닥터 리하이드레이팅 징크 크림,반코르,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8462,13,11,
7221,10073,인진쑥 시리즈 에센스,인진쑥 시리즈 에센스,반코르,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
7222,10078,모이스트 로션,모이스트 로션,반코르,로션,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
7223,10081,프로폴리스 리바이탈 앰플,프로폴리스 리바이탈 앰플,반코르,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
7227,59227,반트 에센스 스킨 파운데이션 팩트 spf30,에센스 스킨 파운데이션 팩트,반트36.5,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6316,19,12,
7229,59270,반트 에어 터치 씨씨 쿠션 플러스 선블록 spf40,에어 터치 쿠션,반트36.5,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.2857,21,6,
7234,59208,반트 에스피 세라마이드,에스피 세라마이드,반트36.5,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,0.8,10,8,
7238,59174,반트 카멜리아 익스트림 모이스춰 크림,카멜리아 익스트림 모이스춰 크림,반트36.5,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,0.875,16,14,
7240,59193,반트 앨리게이터 크림,앨리게이터 크림,반트36.5,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.7778,9,7,
7242,59178,반트 어드밴스드 모이스처 크림 점보,어드밴스드 모이스처 크림,반트36.5,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7333,15,11,
7243,59184,반트 비타 맥스 써리 캡슐 세럼,비타 맥스 써리 캡슐 세럼,반트36.5,에센스,naver_beauty_product_info_extended_v1_211217,1.0,5,0.8333,12,10,
7244,59178,반트 어드밴스드 모이스처 크림,어드밴스드 모이스처 크림,반트36.5,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8462,13,11,
7245,59177,반트 띵크 유얼 페이스 비타 투 컴플렉스 밤,띵크 유얼 페이스 비타 투 컴플렉스 밤,반트36.5,크림,naver_beauty_product_info_extended_v1_211217,1.0,7,0.8824,17,15,
7247,59183,반트 비타 맥스 써리,비타 맥스 써리,반트36.5,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.75,8,6,
7249,59202,반트 히아코겐 피프티 컴플렉스,히아코겐 피프티,반트36.5,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,0.5385,13,7,
7253,59215,반트 글로우 미스트,글로우 미스트,반트36.5,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
7256,59181,반트 페이스 에이드,페이스 에이드,반트36.5,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
7259,10128,모이스처라이징 토너,모이스처라이징 토너,발레아,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,9,9,
7260,10176,프라임 리제네라,프라임 리제네라 크림,발몽,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.7778,9,7,
7280,92708,휴먼 씨비씨엠 크림,휴먼 씨비씨엠크림,배내스템,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,8,8,
7280,92716,휴먼 씨비씨엠 크림,휴먼 씨비씨엠크림,배내스템,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,8,8,
7281,92713,크림 젠틀 모이스트,크림 젠틀 모이스트,배내스템,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7283,92714,세럼 젠틀 모이스트,세럼 젠틀 모이스트,배내스템,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7284,92709,마스크 로션 에너지 핏,마스크 로션 에너지 핏,배내스템,로션,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
7285,92712,토너 에너지 부스터,토너 에너지 부스트,배내스템,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,0.9583,8,8,0.95
7287,92716,휴먼 씨비씨엠 크림,휴먼 씨비씨엠크림,배내스템,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,8,8,
7287,92708,휴먼 씨비씨엠 크림,휴먼 씨비씨엠크림,배내스템,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,8,8,
7290,51217,화이트닝 밤 레디언스 앰플,화이트닝 밤 레디언스 앰플,배드스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7291,100980,콜라겐 밤 하이드레이팅 앰플,콜라겐 밤 하이드레이팅 앰플,배드스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
7293,100982,히알루로닉 스파 토너,히알루로닉 스파 토너,배드스킨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
7294,100985,쑥 폭탄 카밍 리페어 앰플 민감성,쑥 폭탄 카밍 리페어 앰플,배드스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,5,0.7692,13,10,
7297,100996,징크 폭탄 세범 컨트롤 토너패드,징크 폭탄 세범 컨트롤 토너패드,배드스킨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,13,13,
7298,10190,피부애착 녹유크림 건성 지성 민감성,피부애착 녹유크림,백년약방,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.5333,15,8,
7300,10201,작약꽃 아이크림,작약꽃 아이크림,백아율,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7310,71360,비즈왁스 립 밤,비즈왁스 립 밤 틴,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8571,7,6,
7310,71301,비즈왁스 립 밤,비즈왁스 립 밤,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,6,6,
7312,71345,울트라컨디셔닝 립밤,울트라 컨디셔닝 립 밤,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,0.0,0,1.0,9,9,
7313,71293,오버나이트 인텐시브 립 트리트먼트,오버나이트 인텐시브 립 트리트먼트,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,15,15,
7316,71347,컨디셔닝 립 스크럽,컨디셔닝 립 스크럽,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7318,71369,하이드레이팅 립 오일 스윗 아몬드,하이드레이팅 립 오일 위드 스윗 아몬드,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,5,0.875,16,14,
7319,71296,스트로베리 모이스춰라이징 립 밤,스트로베리 립 밤,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.5,14,7,
7321,71367,하이드레이팅 립 오일 패션 프룻,하이드레이팅 립 오일 위드 패션 프룻,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,5,0.8667,15,13,
7322,71327,와일드 체리 모이스춰라이징 립 밤,와일드 체리 립 밤,버츠비,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.5,14,7,
7328,72862,프리사이슬리 마이 브로우 펜슬,프리사이슬리 마이 브로우 펜슬,베네피트,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,13,13,
7330,72875,더 포어 페셔널,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,6,6,
7334,72875,더 포어페셔널 미니,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
7337,63480,풀프루프 브로우 파우더,풀프루프 브로우 파우더,베네피트,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7339,72866,구프 프루프 브로우 펜슬,구프 프루프 브로우 펜슬,베네피트,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7340,72939,브로우 스타일러,브로우 스타일러,베네피트,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
7341,72875,더 포어페셔널 하이드레이트 프라이머,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,0.375,16,6,
7341,72894,더 포어페셔널 하이드레이트 프라이머,더 포어페셔널 하이드레이트 프라이머,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,16,16,
7343,72894,더 포어페셔널 하이드레이트 프라이머,더 포어페셔널 하이드레이트 프라이머,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,16,16,
7343,72875,더 포어페셔널 하이드레이트 프라이머,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,0.375,16,6,
7344,72875,더 포어페셔널 펄 프라이머,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,0.5455,11,6,
7344,72909,더 포어페셔널 펄 프라이머,더 포어페셔널 펄 프라이머,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7346,72882,더 포어페셔널 매트 레스큐 미니,더 포어페셔널 매트 레스큐,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8462,13,11,
7350,72875,더 포어 페셔널,더 포어페셔널,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,6,6,
7355,63885,헬로 피 벨벳 파우더 파운데이션,헬로 피 벨벳 파우더 파운데이션,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,13,13,
7357,72869,델리온 트윙클 미니,델리온 트윙클,베네피트,컨투어링,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
7359,72930,캘리포니아 키싱 컬러 밤,캘리포니아 키싱 컬러 밤,베네피트,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7360,72908,헬로 피 플로리스 브라이트닝 파운데이션 spf15,헬로 피 플로리스 브라이트닝 파운데이션 spf15 pa++,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,6,0.8462,26,22,
7361,72887,토탈 모이스처 페이셜 크림,토탈 모이스처 페이셜 크림,베네피트,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7364,63535,티클 파우더 하이라이터,티클 파우더 하이라이터,베네피트,컨투어링,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7366,72968,배드갤 뱅 볼륨 마스카라,배드갤 뱅 볼륨 마스카라,베네피트,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7368,63592,쿠키 파우더 하이라이터,쿠키 파우더 하이라이터,베네피트,컨투어링,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7369,72932,롤러 아이 브라이트 펜슬,롤러 아이 브라이트 펜슬,베네피트,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7374,72968,배드갤 뱅 볼륨 마스카라 미니,배드갤 뱅 볼륨 마스카라,베네피트,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8333,12,10,
7375,72912,보 잉 케이크리스 컨실러,보 잉 케이크리스 컨실러,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7376,72896,헬로 피 소프트 블러 파운데이션 spf15,헬로 피 소프트 블러 파운데이션 spf15 pa+++,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,6,0.7826,23,18,
7379,72908,헬로 피 플로리스 브라이트닝 파운데이션 spf15,헬로 피 플로리스 브라이트닝 파운데이션 spf15 pa++,베네피트,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,6,0.8462,26,22,
7380,72923,데아 리얼 마스카라,데아 리얼 틴트 마스카라,베네피트,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8,10,8,
7381,72948,데아 리얼 마그넷 마스카라 미니,데아 리얼 마그넷 마스카라,베네피트,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8462,13,11,
7382,72948,데아 리얼 마그넷 마스카라,데아 리얼 마그넷 마스카라,베네피트,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7383,72958,잇츠 포텐트 아이 크림,잇츠 포텐트 아이 크림,베네피트,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
7394,72897,브로우 컨투어 프로,브로우 컨투어 프로,베네피트,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7396,72913,모이스처 프렙 토닝 로션,모이스처 프렙 토닝 로션,베네피트,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7397,72974,배드갤 라이너 워터프루프,배드갤 라이너 워터프루프,베네피트,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
7403,61742,코코넛 오일 모이스트 미스트,코코넛오일 모이스트 미스트,베니넷,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,12,12,
7405,10246,파워 유브이 프로텍터 비비크림 spf50+,파워 유브이 프로텍터 비비크림 spf50+ pa+++,베니즈와,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,5,0.7917,24,19,
7407,10279,시카 카렌듈라 워터,시카 카렌듈라 워터,베리디크,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7408,10278,에버코스 로즈베리 톤업 크림,로즈베리 톤업 크림,베리디크,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6667,12,8,
7409,17939,토마토 라피드 스팟 케어,토마토 라피드 스팟 케어,베리디크,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
7410,10284,시카 카렌듈라 크림,시카 카렌듈라 크림,베리디크,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7411,10280,시카 카렌듈라 모어 댄 세럼,시카 카렌듈라 모어 댄 세럼,베리디크,에센스,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,11,11,
7412,10282,집중케어 크림,집중케어 크림,베리디크,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
7413,10321,느와르 사틴 핏 쿠션 spf50+,느와르 사틴 핏 쿠션 spf50+ pa++++,베리떼,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,5,0.7,20,14,
7415,60994,치노베리테 사쿠라 에센스,치노베리테 사쿠라 에센스,치노시오야,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
7416,10297,스킨 루센트 크림,스킨 루센트 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
7417,10298,듀얼 트리트먼트 아이 크림,듀얼 트리트먼트 아이크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,11,11,
7418,17942,울트라 모이스트 스킨 퍼펙터,울트라 모이스트 스킨 퍼펙터,베리떼,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
7420,10313,트리플 에너지 앰플,트리플 에너지 앰플,베리떼,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7422,10303,액티베이팅 캡슐 에센스,액티베이팅 캡슐 에센스,베리떼,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
7423,10355,틴티드 컬러 스틱,틴티드 컬러 스틱,베리떼,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
7424,10334,포어 컨트롤 에센스,포어 컨트롤 에센스,베리떼,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
7425,10351,굿바이 포어 프라이머,굿바이 포어 프라이머,베리떼,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
7426,10308,포어 클리닉 스킨 토너,포어 클리닉 스킨 토너,베리떼,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
7427,10301,포어 클리닉 오일 프리 젤 크림,포어클리닉 오일 프리 젤 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,0.8,4,1.0,12,12,
7428,10286,울트라 모이스트 스킨 인텐스 크림,울트라 모이스트 스킨 인텐스 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,14,14,
7429,10289,울트라 모이스트 스킨 워터리 크림,스킨 워터리 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.5,14,7,
7429,17940,울트라 모이스트 스킨 워터리 크림,울트라 모이스트 스킨 워터리 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,14,14,
7431,10329,비타 바이탈라이징 에센스,비타 바이탈라이징 에센스,베리떼,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
7432,10292,에이징 커버 앰플,에이징 커버 앰플,베리떼,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
7433,10288,듀얼 트리트먼트 리프팅 크림,듀얼 트리트먼트 리프팅 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
7434,10326,울트라 모이스트 스킨 밀크,울트라모이스트 스킨 밀크,베리떼,로션,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,11,11,
7436,10312,고민케어 에이징 얼럿 크림,고민케어 에이징 얼럿 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
7437,10309,고민케어 데일리 젠틀리 필 크림,고민케어 데일리 젠틀리 필 크림,베리떼,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,13,13,
7439,10436,웁스 마이 립틴트팩,웁스 마이 립 틴트팩,베리썸,립메이크업,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,8,8,
7440,10469,웁스 에센스 립 패치,웁스 에센스 립 패치,베리썸,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
7441,10416,리얼 미 바운시 립밤,리얼미 바운시 립밤,베리썸,립메이크업,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,8,8,
7444,10460,콜라겐 인텐시브 퍼밍 젤 토너,콜라겐 인텐시브 퍼밍 젤 토너,베리썸,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,12,12,
7445,10423,타임톡스 리바이탈라이징 젤 토너,타임톡스 리바이탈라이징 젤토너,베리썸,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,14,14,
7446,10435,타임톡스 리바이탈라이징 에센스,타임톡스 리바이탈라이징 에센스,베리썸,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,14,14,
7447,10426,샤이닝 크림 spf50+,샤이닝 크림 spf50+ pa+++,베리썸,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6875,16,11,
