glowpick_product_info_final_version_id,mapped_id,table_name,table_id
33336,1,naver_beauty_product_info_extended_v4_220311,4
52777,4,naver_beauty_product_info_extended_v4_220311,4
52812,5,naver_beauty_product_info_extended_v4_220311,4
52786,6,naver_beauty_product_info_extended_v4_220311,4
52769,7,naver_beauty_product_info_extended_v4_220311,4
52839,8,naver_beauty_product_info_extended_v4_220311,4
52844,9,naver_beauty_product_info_extended_v4_220311,4
52818,10,naver_beauty_product_info_extended_v4_220311,4
52782,11,naver_beauty_product_info_extended_v4_220311,4
69370,42,naver_beauty_product_info_extended_v4_220311,4
69375,44,naver_beauty_product_info_extended_v4_220311,4
69357,45,naver_beauty_product_info_extended_v4_220311,4
69373,46,naver_beauty_product_info_extended_v4_220311,4
69356,47,naver_beauty_product_info_extended_v4_220311,4
69351,50,naver_beauty_product_info_extended_v4_220311,4
69353,52,naver_beauty_product_info_extended_v4_220311,4
69365,53,naver_beauty_product_info_extended_v4_220311,4
106568,57,naver_beauty_product_info_extended_v4_220311,4
106654,58,naver_beauty_product_info_extended_v4_220311,4
106535,59,naver_beauty_product_info_extended_v4_220311,4
106518,62,naver_beauty_product_info_extended_v4_220311,4
68059,65,naver_beauty_product_info_extended_v4_220311,4
106481,66,naver_beauty_product_info_extended_v4_220311,4
74505,68,naver_beauty_product_info_extended_v4_220311,4
106569,69,naver_beauty_product_info_extended_v4_220311,4
106663,71,naver_beauty_product_info_extended_v4_220311,4
106543,76,naver_beauty_product_info_extended_v4_220311,4
68069,79,naver_beauty_product_info_extended_v4_220311,4
74517,80,naver_beauty_product_info_extended_v4_220311,4
106516,81,naver_beauty_product_info_extended_v4_220311,4
106508,84,naver_beauty_product_info_extended_v4_220311,4
106530,85,naver_beauty_product_info_extended_v4_220311,4
68054,87,naver_beauty_product_info_extended_v4_220311,4
68095,88,naver_beauty_product_info_extended_v4_220311,4
106502,89,naver_beauty_product_info_extended_v4_220311,4
33392,92,naver_beauty_product_info_extended_v4_220311,4
33400,100,naver_beauty_product_info_extended_v4_220311,4
16891,110,naver_beauty_product_info_extended_v4_220311,4
16885,112,naver_beauty_product_info_extended_v4_220311,4
16883,118,naver_beauty_product_info_extended_v4_220311,4
16886,119,naver_beauty_product_info_extended_v4_220311,4
16890,123,naver_beauty_product_info_extended_v4_220311,4
16892,127,naver_beauty_product_info_extended_v4_220311,4
36107,137,naver_beauty_product_info_extended_v4_220311,4
18980,143,naver_beauty_product_info_extended_v4_220311,4
41076,151,naver_beauty_product_info_extended_v4_220311,4
41075,153,naver_beauty_product_info_extended_v4_220311,4
41080,154,naver_beauty_product_info_extended_v4_220311,4
41079,155,naver_beauty_product_info_extended_v4_220311,4
29752,157,naver_beauty_product_info_extended_v4_220311,4
25519,161,naver_beauty_product_info_extended_v4_220311,4
25517,"[162, 170]",naver_beauty_product_info_extended_v4_220311,4
25513,163,naver_beauty_product_info_extended_v4_220311,4
25514,165,naver_beauty_product_info_extended_v4_220311,4
25520,172,naver_beauty_product_info_extended_v4_220311,4
25496,173,naver_beauty_product_info_extended_v4_220311,4
25516,174,naver_beauty_product_info_extended_v4_220311,4
25515,176,naver_beauty_product_info_extended_v4_220311,4
39571,180,naver_beauty_product_info_extended_v4_220311,4
14114,184,naver_beauty_product_info_extended_v4_220311,4
59822,192,naver_beauty_product_info_extended_v4_220311,4
53442,193,naver_beauty_product_info_extended_v4_220311,4
60137,194,naver_beauty_product_info_extended_v4_220311,4
59831,"[197, 204]",naver_beauty_product_info_extended_v4_220311,4
60016,"[198, 214, 306]",naver_beauty_product_info_extended_v4_220311,4
60096,200,naver_beauty_product_info_extended_v4_220311,4
59863,203,naver_beauty_product_info_extended_v4_220311,4
59880,211,naver_beauty_product_info_extended_v4_220311,4
59946,212,naver_beauty_product_info_extended_v4_220311,4
59823,"[213, 257, 277]",naver_beauty_product_info_extended_v4_220311,4
59964,216,naver_beauty_product_info_extended_v4_220311,4
59924,217,naver_beauty_product_info_extended_v4_220311,4
59833,"[218, 245, 249]",naver_beauty_product_info_extended_v4_220311,4
59856,"[219, 250]",naver_beauty_product_info_extended_v4_220311,4
59826,"[220, 237, 243, 308]",naver_beauty_product_info_extended_v4_220311,4
59866,221,naver_beauty_product_info_extended_v4_220311,4
59965,223,naver_beauty_product_info_extended_v4_220311,4
59828,228,naver_beauty_product_info_extended_v4_220311,4
60131,231,naver_beauty_product_info_extended_v4_220311,4
59967,232,naver_beauty_product_info_extended_v4_220311,4
60126,233,naver_beauty_product_info_extended_v4_220311,4
59876,234,naver_beauty_product_info_extended_v4_220311,4
60146,235,naver_beauty_product_info_extended_v4_220311,4
59972,236,naver_beauty_product_info_extended_v4_220311,4
60075,238,naver_beauty_product_info_extended_v4_220311,4
59865,239,naver_beauty_product_info_extended_v4_220311,4
59859,240,naver_beauty_product_info_extended_v4_220311,4
59903,241,naver_beauty_product_info_extended_v4_220311,4
59819,"[242, 248, 262]",naver_beauty_product_info_extended_v4_220311,4
60149,244,naver_beauty_product_info_extended_v4_220311,4
59897,246,naver_beauty_product_info_extended_v4_220311,4
59949,253,naver_beauty_product_info_extended_v4_220311,4
59832,255,naver_beauty_product_info_extended_v4_220311,4
59872,263,naver_beauty_product_info_extended_v4_220311,4
59969,265,naver_beauty_product_info_extended_v4_220311,4
60039,269,naver_beauty_product_info_extended_v4_220311,4
60014,271,naver_beauty_product_info_extended_v4_220311,4
59824,273,naver_beauty_product_info_extended_v4_220311,4
60004,274,naver_beauty_product_info_extended_v4_220311,4
59825,276,naver_beauty_product_info_extended_v4_220311,4
60056,278,naver_beauty_product_info_extended_v4_220311,4
59852,281,naver_beauty_product_info_extended_v4_220311,4
51190,282,naver_beauty_product_info_extended_v4_220311,4
59855,286,naver_beauty_product_info_extended_v4_220311,4
59844,287,naver_beauty_product_info_extended_v4_220311,4
60006,288,naver_beauty_product_info_extended_v4_220311,4
60015,"[290, 304]",naver_beauty_product_info_extended_v4_220311,4
59935,291,naver_beauty_product_info_extended_v4_220311,4
59911,292,naver_beauty_product_info_extended_v4_220311,4
52146,293,naver_beauty_product_info_extended_v4_220311,4
59882,294,naver_beauty_product_info_extended_v4_220311,4
59846,296,naver_beauty_product_info_extended_v4_220311,4
60011,301,naver_beauty_product_info_extended_v4_220311,4
60081,302,naver_beauty_product_info_extended_v4_220311,4
59916,303,naver_beauty_product_info_extended_v4_220311,4
60007,305,naver_beauty_product_info_extended_v4_220311,4
59905,307,naver_beauty_product_info_extended_v4_220311,4
59900,309,naver_beauty_product_info_extended_v4_220311,4
59917,310,naver_beauty_product_info_extended_v4_220311,4
14910,335,naver_beauty_product_info_extended_v4_220311,4
14908,341,naver_beauty_product_info_extended_v4_220311,4
40924,"[345, 346, 349]",naver_beauty_product_info_extended_v4_220311,4
29795,"[357, 358]",naver_beauty_product_info_extended_v4_220311,4
29796,360,naver_beauty_product_info_extended_v4_220311,4
29794,362,naver_beauty_product_info_extended_v4_220311,4
49433,363,naver_beauty_product_info_extended_v4_220311,4
49434,364,naver_beauty_product_info_extended_v4_220311,4
49432,365,naver_beauty_product_info_extended_v4_220311,4
34524,367,naver_beauty_product_info_extended_v4_220311,4
51351,399,naver_beauty_product_info_extended_v4_220311,4
51449,"[400, 19225]",naver_beauty_product_info_extended_v4_220311,4
42356,403,naver_beauty_product_info_extended_v4_220311,4
80456,404,naver_beauty_product_info_extended_v4_220311,4
73027,410,naver_beauty_product_info_extended_v4_220311,4
73036,413,naver_beauty_product_info_extended_v4_220311,4
73037,414,naver_beauty_product_info_extended_v4_220311,4
57974,441,naver_beauty_product_info_extended_v4_220311,4
57979,442,naver_beauty_product_info_extended_v4_220311,4
57907,"[444, 462]",naver_beauty_product_info_extended_v4_220311,4
57920,445,naver_beauty_product_info_extended_v4_220311,4
57913,446,naver_beauty_product_info_extended_v4_220311,4
57939,449,naver_beauty_product_info_extended_v4_220311,4
57994,450,naver_beauty_product_info_extended_v4_220311,4
58028,451,naver_beauty_product_info_extended_v4_220311,4
58030,452,naver_beauty_product_info_extended_v4_220311,4
57964,"[453, 469]",naver_beauty_product_info_extended_v4_220311,4
51100,454,naver_beauty_product_info_extended_v4_220311,4
58024,455,naver_beauty_product_info_extended_v4_220311,4
57961,456,naver_beauty_product_info_extended_v4_220311,4
58020,464,naver_beauty_product_info_extended_v4_220311,4
58011,465,naver_beauty_product_info_extended_v4_220311,4
57956,466,naver_beauty_product_info_extended_v4_220311,4
