id_1,id_0,title_1,title_0,brand_name,category_1,category_0,similarity,dependency,max_length,min_length,dependency_ratio,dependency_count,jaro_winker,levenshtein_distance,levenshtein_similarity
3451,3534,석류 엔 콜라겐 볼륨탄력 토너 안티에이징 피부탄력 기능성 수분 보습 화장품,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,0.7957,1,31,12,1.0,5,,,
3452,3495,망고씨드 보습 로션,망고씨드 보습 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3455,3321,더테라피 퍼스트 세럼,더테라피 퍼스트 세럼,더페이스샵,에센스,에센스,1,1,9,9,1,3,,,
3456,3305,더테라피 수분드롭 항노화 세럼,더테라피 수분드롭 항노화 세럼,더페이스샵,에센스,에센스,1,1,13,13,1,4,,,
3458,3560,알로에 후레쉬 수딩 미스트,알로에 후레쉬 수딩미스트,더페이스샵,스킨/토너,스킨/토너,1,1,11,11,1,4,,,
3459,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3460,3534,석류 엔 콜라겐 볼륨탄력 토너,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,1,1,12,12,1,5,,,
3461,3573,화이트씨드 리얼 미백 로션,화이트씨드 리얼 미백 로션,더페이스샵,로션,로션,1,1,11,11,1,4,,,
3462,3371,더테라피 수분 포뮬러 에멀젼,더테라피 수분 포뮬러 에멀젼,더페이스샵,로션,로션,1,1,12,12,1,4,,,
3463,3404,아르쌩뜨 에코테라피 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,1,1,16,16,1,3,,,
3465,3566,화이트씨드 리얼 미백 토너,화이트씨드 리얼 미백 토너,더페이스샵,스킨/토너,스킨/토너,1,1,11,11,1,4,,,
3466,3330,더테라피 수분 토닉 트리트먼트,더테라피 수분 토닉 트리트먼트,더페이스샵,스킨/토너,스킨/토너,1,1,13,13,1,4,,,
3467,3495,망고씨드 보습 로션,망고씨드 보습 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3468,3412,석류 엔 콜라겐 볼륨탄력 크림,석류 엔 콜라겐 볼륨탄력 크림,더페이스샵,크림,크림,1,1,12,12,1,5,,,
3469,3321,더테라피 퍼스트 세럼 코튼 패드,더테라피 퍼스트 세럼,더페이스샵,에센스,에센스,0.8974,1,13,9,1.0,3,,,
3470,3342,더테라피 에센셜 포뮬러 에멀젼,더테라피 에센셜 포뮬러 에멀젼,더페이스샵,로션,로션,1,1,13,13,1,4,,,
3473,3404,아르쌩뜨 에코 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,0.8862,0,16,13,1.0,3,,,
3475,3374,더테라피 항노화 아이 트리트먼트,더테라피 항노화 아이 트리트먼트,더페이스샵,크림,크림,1,1,14,14,1,4,,,
3477,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3481,3308,치아씨드 수분 크림,치아씨드 수분 크림,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3483,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3484,3305,더테라피 수분드롭 항노화 세럼,더테라피 수분드롭 항노화 세럼,더페이스샵,에센스,에센스,1,1,13,13,1,4,,,
3487,3447,석류 엔 콜라겐 볼륨탄력 에센스,석류 엔 콜라겐 볼륨탄력 에센스,더페이스샵,에센스,에센스,1,1,13,13,1,5,,,
3488,3534,석류 엔 콜라겐 볼륨탄력 토너,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,1,1,12,12,1,5,,,
3490,3406,석류 엔 콜라겐 볼륨탄력 아이크림 최신제조일 당일발송,석류 엔 콜라겐 볼륨탄력 아이크림,더페이스샵,크림,크림,0.8696,1,23,14,1.0,5,,,
3491,3602,망고씨드 보습 아이크림,망고씨드 보습 아이크림,더페이스샵,크림,크림,1,1,10,10,1,3,,,
3493,3447,석류 엔 콜라겐 볼륨탄력 에센스,석류 엔 콜라겐 볼륨탄력 에센스,더페이스샵,에센스,에센스,1,1,13,13,1,5,,,
3494,3412,석류 엔 콜라겐 볼륨탄력 크림,석류 엔 콜라겐 볼륨탄력 크림,더페이스샵,크림,크림,1,1,12,12,1,5,,,
3495,3404,아르쌩뜨 에코 테라피 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,1,1,16,16,1,4,,,
3498,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3499,3404,아르쌩뜨 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,0.8352,0,16,11,1.0,2,,,
3500,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3501,3488,치아씨드 수분 로션,치아씨드 수분 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3502,3573,화이트씨드 리얼 미백 로션,화이트씨드 리얼 미백 로션,더페이스샵,로션,로션,1,1,11,11,1,4,,,
3503,3495,망고씨드 보습 로션,망고씨드 보습 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3505,3305,더테라피 수분드롭 항노화 세럼,더테라피 수분드롭 항노화 세럼,더페이스샵,에센스,에센스,1,1,13,13,1,4,,,
3506,3412,석류 엔 콜라겐 볼륨탄력 크림,석류 엔 콜라겐 볼륨탄력 크림,더페이스샵,크림,크림,1,1,12,12,1,5,,,
3509,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3510,3371,더테라피 수분 포뮬러 에멀젼,더테라피 수분 포뮬러 에멀젼,더페이스샵,로션,로션,1,1,12,12,1,4,,,
3511,3495,망고씨드 보습 로션,망고씨드 보습 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3513,3476,망고씨드 보습 토너,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3515,3566,화이트씨드 리얼 미백 토너,화이트씨드 리얼 미백 토너,더페이스샵,스킨/토너,스킨/토너,1,1,11,11,1,4,,,
3517,3526,망고씨드 보습 버터,망고씨드 보습 버터,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3519,3476,망고씨드 보습 토너 수분스킨,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,0.8889,1,12,8,1.0,3,,,
3521,3406,석류 엔 콜라겐 볼륨탄력 아이크림,석류 엔 콜라겐 볼륨탄력 아이크림,더페이스샵,크림,크림,1,1,14,14,1,5,,,
3522,3308,치아씨드 수분 크림,치아씨드 수분 크림,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3523,3305,더테라피 수분드롭 항노화 세럼 수분 안티에이징 에센스,더테라피 수분드롭 항노화 세럼,더페이스샵,에센스,에센스,0.8551,1,23,13,1.0,4,,,
3525,3495,망고씨드 보습 로션 민감 건성 극건성,망고씨드 보습 로션,더페이스샵,로션,로션,0.8444,1,15,8,1.0,3,,,
3526,3573,화이트씨드 리얼 미백 로션 최신제조일 당일발송,화이트씨드 리얼 미백 로션,더페이스샵,로션,로션,0.85,1,20,11,1.0,4,,,
3527,3603,치아씨드 수분 미스트,치아씨드 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3529,3566,화이트씨드 리얼 미백 토너 최신제조일 당일발송,화이트씨드 리얼 미백 토너,더페이스샵,스킨/토너,스킨/토너,0.85,1,20,11,1.0,4,,,
3530,3447,석류 엔 콜라겐 볼륨탄력 에센스 최신제조일 당일발송,석류 엔 콜라겐 볼륨탄력 에센스,더페이스샵,에센스,에센스,0.8636,1,22,13,1.0,5,,,
3532,3323,더테라피 로얄 메이드 수분 블렌딩 크림 안티에이징 항건조 고수분 주름개선,더테라피 로얄메이드 수분블렌딩 크림,더페이스샵,크림,크림,0.8387,1,31,16,1.0,4,,,
3533,3495,망고씨드 보습 로션 저자극 수분 케어 피부탄력 에센스 트리트민트 에멀전,망고씨드 보습 로션,더페이스샵,로션,로션,0.7556,1,30,8,1.0,3,,,
3535,3488,치아씨드 수분 로션,치아씨드 수분 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3536,3308,치아씨드 수분 크림,치아씨드 수분 크림,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3537,3308,치아씨드 수분 크림,치아씨드 수분 크림,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3538,3306,더테라피 로얄메이드 오일블렌딩 크림,더테라피 로얄메이드 오일 블렌딩크림,더페이스샵,크림,크림,1,1,16,16,1,4,,,
3539,3607,화이트씨드 리얼 미백 에센스,화이트씨드 리얼 미백 에센스,더페이스샵,에센스,에센스,1,1,12,12,1,4,,,
3542,3367,오일광채 수분 미스트,오일광채 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3543,3488,치아씨드 수분 로션,치아씨드 수분 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3545,3526,망고씨드 보습 버터,망고씨드 보습 버터,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3546,3607,화이트씨드 리얼 미백 에센스,화이트씨드 리얼 미백 에센스,더페이스샵,에센스,에센스,1,1,12,12,1,4,,,
3547,3607,화이트씨드 리얼 미백 에센스,화이트씨드 리얼 미백 에센스,더페이스샵,에센스,에센스,1,1,12,12,1,4,,,
3550,3332,아르쌩뜨 에코 테라피 토닉 위드 에센셜 대용량,아르쌩뜨 에코 테라피 토닉 위드 에센셜,더페이스샵,스킨/토너,스킨/토너,0.9474,1,19,16,1.0,6,,,
3551,3448,치아씨드 수분 토너,치아씨드 수분 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3552,3488,치아씨드 수분 로션,치아씨드 수분 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3553,3488,치아씨드 수분 로션,치아씨드 수분 로션,더페이스샵,로션,로션,1,1,8,8,1,3,,,
3556,3607,화이트씨드 리얼 미백 에센스,화이트씨드 리얼 미백 에센스,더페이스샵,에센스,에센스,1,1,12,12,1,4,,,
