id_1,id_0,title_1,title_0,brand_name,category_1,category_0,similarity,dependency,max_length,min_length,dependency_ratio,dependency_count,jaro_winker,levenshtein_distance,levenshtein_similarity
35956,49888,에이씨 블레미쉬 시트 마스크,블레미쉬 시트 마스크,코스알엑스,마스크/팩,마스크/팩,0.9167,1,12,9,1.0,3,,,
35957,49830,살리실산 데일리 젠틀 클렌저,살리실산 데일리 젠틀 클렌저,코스알엑스,클렌징,클렌징,1,1,12,12,1,4,,,
35960,49842,퓨어 핏 시카 크리미 폼 클렌저,퓨어 핏 시카 크리미 폼 클렌저,코스알엑스,클렌징,클렌징,1,1,12,12,1,6,,,
35961,49902,약산성 퍼스트 클렌징 밀크 젤,약산성 퍼스트 클렌징 밀크젤,코스알엑스,클렌징,클렌징,1,1,12,12,1,5,,,
35967,49818,퓨어 핏 시카 카밍 트루 시트 마스크 민감성,퓨어 핏 시카 카밍 트루 시트 마스크,코스알엑스,마스크/팩,마스크/팩,0.9412,1,17,14,1.0,7,,,
35968,49890,풀핏 프로폴리스 허니 오버나이트 마스크,풀핏 프로폴리스 허니 오버나이트 마스크,코스알엑스,마스크/팩,마스크/팩,1,1,17,17,1,5,,,
35970,49841,퓨어 핏 약산성 클렌징 패드,퓨어 핏 시카 약산성 클렌징 패드,코스알엑스,클렌징,클렌징,0.9487,0,13,11,1.0,5,,,
35971,49833,에이씨 컬렉션 아크네 패치,에이씨 컬렉션 아크네 패치,코스알엑스,마스크/팩,마스크/팩,1,1,11,11,1,4,,,
35972,49887,굿나잇 소프트 필링 젤,약산성 굿나잇 소프트 필링 젤,코스알엑스,클렌징,클렌징,0.9167,1,12,9,1.0,4,,,
35973,49857,하이드리움 트리플 히알루로닉 워터 웨이브 시트 마스크 건성 민감성,하이드리움 트리플 히알루로닉 워터 웨이브 시트 마스크,코스알엑스,마스크/팩,마스크/팩,0.9405,1,28,23,1.0,7,,,
