id_1,id_0,title_1,title_0,brand_name,category_1,category_0,similarity,dependency,max_length,min_length,dependency_ratio,dependency_count,jaro_winker,levenshtein_distance,levenshtein_similarity
95,86818,올리브 리얼 파워 크림,올리브 리얼 파워크림,이니스프리,크림,크림,1.0,1,9,9,1.0,4,,,
98,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
99,86712,비자 트러블 스팟 에센스,비자 트러블 스팟 에센스,이니스프리,에센스,에센스,1.0,1,10,10,1.0,4,,,
100,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
101,86603,그린티 밸런싱 스킨,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
103,86729,퍼펙트 리페어 스킨,퍼펙트 리페어 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
104,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
105,86655,자연발효 에너지 에센스 오일,자연발효 에너지 에센스,이니스프리,에센스,에센스,0.9444,1,12,10,1.0,3,,,
106,86804,브라이트닝 포어 스킨,브라이트닝 포어 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,9,9,1.0,3,,,
107,86777,한란 아이크림,한란 아이크림,이니스프리,크림,크림,1.0,1,6,6,1.0,2,,,
109,87193,자연발효 에너지 크림,자연발효 에너지 크림,이니스프리,크림,크림,1.0,1,9,9,1.0,3,,,
110,73128,한란 인리치드 크림,한란 인리치드 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
113,86568,리밸런싱 블루베리 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8667,0,10,10,1.0,3,,,
114,86814,아토 수딩 크림,아토 수딩 크림,이니스프리,크림,크림,1.0,1,6,6,1.0,3,,,
115,86957,꽃송이버섯 바이탈 세럼,꽃송이버섯 바이탈 세럼,이니스프리,에센스,에센스,1.0,1,10,10,1.0,3,,,
116,73287,제주한란 인리치드 크림,제주한란 인리치드 크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
117,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
119,86650,그린티 밸런싱 크림,그린티 밸런싱 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
120,87193,자연발효 에너지 크림,자연발효 에너지 크림,이니스프리,크림,크림,1.0,1,9,9,1.0,3,,,
121,86955,퍼펙트 리페어 아이크림,퍼펙트 리페어 아이크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
122,86568,블루베리 리밸런싱 스킨 소,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.9697,1,11,10,1.0,3,,,
123,73287,제주한란 인리치드 크림,제주한란 인리치드 크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
124,86769,꽃송이버섯 바이탈 립앤아이크림,꽃송이버섯 바이탈 립앤아이크림,이니스프리,크림,크림,1.0,1,14,14,1.0,3,,,
125,86820,화산송이 모공 토너,화산송이 모공 토너,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
126,86622,블루베리 리밸런싱 크림,블루베리 리밸런싱 크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
127,86830,제주 용암수 크림 마스크,제주 용암수 크림 마스크,이니스프리,크림,크림,1.0,1,10,10,1.0,4,,,
129,73128,한란 인리치드 크림,한란 인리치드 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
130,86603,그린티 밸런싱 스킨 촉촉한 수분,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8718,1,13,8,1.0,3,,,
131,86650,그린티 밸런싱 크림 수분,그린티 밸런싱 크림,이니스프리,크림,크림,0.9333,1,10,8,1.0,3,,,
132,86660,제주 왕벚꽃 스킨 로션 톤업 크림 젤리,제주 왕벚꽃 스킨,이니스프리,스킨/토너,스킨/토너,0.8222,1,15,7,1.0,3,,,
133,86568,블루베리 리밸런싱스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,2,,,
134,86712,비자 트러블 스팟 에센스,비자 트러블 스팟 에센스,이니스프리,에센스,에센스,1.0,1,10,10,1.0,4,,,
135,86820,화산송이 모공 토너,화산송이 모공 토너,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
136,71215,올리브 리얼 스킨 로션 포맨,올리브 리얼 스킨,이니스프리,스킨/토너,스킨/토너,0.8788,1,11,7,1.0,3,,,
137,86748,트루 마데카소사이드 레드 진정 크림,트루 마데카소사이드 레드 진정 크림,이니스프리,크림,크림,1.0,1,15,15,1.0,5,,,
138,73286,제주한란 인리치드 에센스 자연발효 오일,제주 한란 인리치드 에센스,이니스프리,에센스,에센스,0.8824,1,17,11,1.0,4,,,
139,86568,블루베리 리밸런싱,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.9333,1,10,8,1.0,2,,,
140,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
141,86547,수분 영양 세럼 그린티 씨드,그린티 씨드 세럼,이니스프리,에센스,에센스,0.4892,0,11,7,1.0,3,,,
142,86609,비자 시카 스킨,비자 시카 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,6,6,1.0,3,,,
143,87333,퍼펙트 리페어 세럼,퍼펙트 리페어 세럼,이니스프리,에센스,에센스,1.0,1,8,8,1.0,3,,,
144,87309,꽃송이버섯 바이탈 크림,꽃송이버섯 바이탈 크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
145,86603,그린티 밸런싱 스킨 로션 크림,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8889,1,12,8,1.0,3,,,
146,71215,올리브 리얼 스킨 로션,올리브 리얼 스킨,이니스프리,스킨/토너,스킨/토너,0.9259,1,9,7,1.0,3,,,
147,87088,제주 한란 스킨 로션 크림 에센스 등,제주 한란 스킨,이니스프리,스킨/토너,스킨/토너,0.8095,1,14,6,1.0,3,,,
148,86659,퍼펙트 리페어 크림,퍼펙트 리페어 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
149,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
150,86820,화산송이 모공 토너,화산송이 모공 토너,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
153,86650,그린티 밸런싱 크림 스킨 로션 폼클렌저,그린티 밸런싱 크림,이니스프리,크림,크림,0.8333,1,16,8,1.0,3,,,
154,86660,제주 왕벚꽃 스킨케어 라인,제주 왕벚꽃 스킨,이니스프리,스킨/토너,스킨/토너,0.8788,1,11,7,1.0,3,,,
156,86699,그린티 씨드 수분크림 및 아이크림 등,그린티 씨드 아이크림,이니스프리,크림,크림,0.7926,0,15,9,1.0,3,,,
158,86729,퍼펙트 리페어 스킨,퍼펙트 리페어 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
159,86655,자연발효 에너지 에센스,자연발효 에너지 에센스,이니스프리,에센스,에센스,1.0,1,10,10,1.0,3,,,
160,86566,진저허니 앰플 스킨,진저허니 앰플 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
161,86568,블루베리 리밸런싱 스킨 유수분밸런스,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.875,1,16,10,1.0,3,,,
162,86689,비자 트러블 스킨 로션 및 시카밤 스팟 에센스 등,비자 트러블 스킨,이니스프리,스킨/토너,스킨/토너,0.7895,1,19,7,1.0,3,,,
164,86650,그린티 밸런싱 크림,그린티 밸런싱 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
165,86568,블루베리 리밸런싱 스킨 리미티드,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.9048,1,14,10,1.0,3,,,
166,86609,비자 시카 스킨,비자 시카 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,6,6,1.0,3,,,
167,86589,그린티 씨드 크림,그린티 씨드 크림,이니스프리,크림,크림,1.0,1,7,7,1.0,3,,,
168,86603,그린티 밸런싱 스킨,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
169,87947,자연발효 에너지 페이스 오일 에센스 스킨 로션 크림 등,자연발효 에너지 스킨,이니스프리,스킨/토너,스킨/토너,0.803,0,22,9,1.0,3,,,
170,86650,그린티 밸런싱 크림,그린티 밸런싱 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
171,86547,그린티 씨드 세럼,그린티 씨드 세럼,이니스프리,에센스,에센스,1.0,1,7,7,1.0,3,,,
172,86804,브라이트닝 포어 스킨 크림 세럼 클렌저 팩,브라이트닝 포어 스킨,이니스프리,스킨/토너,스킨/토너,0.8431,1,17,9,1.0,3,,,
173,87193,자연발효 에너지 크림 미백,자연발효 에너지 크림,이니스프리,크림,크림,0.9394,1,11,9,1.0,3,,,
174,86554,트루케어 판테놀 수분 스킨,트루케어 판테놀 수분 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,11,11,1.0,4,,,
175,73144,한란 인리치드 에센스,한란 인리치드 에센스,이니스프리,에센스,에센스,1.0,1,9,9,1.0,3,,,
176,86814,아토 수딩 크림,아토 수딩 크림,이니스프리,크림,크림,1.0,1,6,6,1.0,3,,,
177,71215,올리브 리얼 스킨 세럼 크림 클렌징 바디,올리브 리얼 스킨,이니스프리,스킨/토너,스킨/토너,0.8125,1,16,7,1.0,3,,,
178,86689,제주 비자 트러블 스킨로션,비자 트러블 스킨,이니스프리,스킨/토너,스킨/토너,0.8788,1,11,7,1.0,3,,,
179,87947,자연발효 에너지 스킨,자연발효 에너지 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,9,9,1.0,3,,,
180,86715,그린티 씨드 세럼 스킨 로션 크림 밸런싱,그린티 씨드 스킨,이니스프리,스킨/토너,스킨/토너,0.8125,0,16,7,1.0,3,,,
181,86568,블루베리 리밸런싱 스킨 수분 보습 피부탄력 유수분밸런스,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8056,1,24,10,1.0,3,,,
182,87333,퍼펙트 리페어 세럼,퍼펙트 리페어 세럼,이니스프리,에센스,에센스,1.0,1,8,8,1.0,3,,,
183,86603,그린티 밸런싱 스킨 로션 크림,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8889,1,12,8,1.0,3,,,
184,86589,그린티 씨드 크림 자연발효 오일,그린티 씨드 크림,이니스프리,크림,크림,0.8462,1,13,7,1.0,3,,,
186,87088,제주한란 스킨 로션,제주 한란 스킨,이니스프리,스킨/토너,스킨/토너,0.9167,1,8,6,1.0,3,,,
187,86780,링클 사이언스 오일 세럼,링클 사이언스 오일 세럼,이니스프리,에센스,에센스,1.0,1,10,10,1.0,4,,,
188,86830,제주 용암수 크림 마스크,제주 용암수 크림 마스크,이니스프리,크림,크림,1.0,1,10,10,1.0,4,,,
189,86660,제주 왕벚꽃 스킨 로션 톤업크림,제주 왕벚꽃 스킨,이니스프리,스킨/토너,스킨/토너,0.8462,1,13,7,1.0,3,,,
190,86603,그린티 밸런싱 스킨,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,3,,,
191,52154,화이트닝포어스킨,화이트닝 포어 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,1,,,
192,86659,퍼펙트 리페어 크림,퍼펙트 리페어 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
193,87193,자연발효 에너지 크림,자연발효 에너지 크림,이니스프리,크림,크림,1.0,1,9,9,1.0,3,,,
195,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
196,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
197,86568,블루베리 리밸런싱 스킨 저자극 유수분밸런스 피부 보습 수분 탄력,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.7901,1,27,10,1.0,3,,,
198,86650,그린티 밸런싱 크림 수분 보습,그린티 밸런싱 크림,이니스프리,크림,크림,0.8889,1,12,8,1.0,3,,,
200,86568,블루베리 리밸런싱 스킨 유수분밸런스,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.875,1,16,10,1.0,3,,,
201,87857,제주한란 크림 아이크림 수분크림,제주한란 아이크림,이니스프리,크림,크림,0.7738,0,14,8,1.0,2,,,
203,86780,링클 사이언스 오일세럼,링클 사이언스 오일 세럼,이니스프리,에센스,에센스,1.0,1,10,10,1.0,3,,,
204,86659,퍼펙트 리페어 크림,퍼펙트 리페어 크림,이니스프리,크림,크림,1.0,1,8,8,1.0,3,,,
205,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
207,86703,제주 왕벚꽃 톤업 크림,제주 왕벚꽃 톤업 크림,이니스프리,크림,크림,1.0,1,9,9,1.0,4,,,
208,87088,제주 한란 스킨 로션 및 인리치드 크림 인텐스 에센스,제주 한란 스킨,이니스프리,스킨/토너,스킨/토너,0.7619,1,21,6,1.0,3,,,
209,86568,블루베리 리밸런싱 스킨 로션 클렌징폼 노세범파우더 팩트,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.8056,1,24,10,1.0,3,,,
211,86568,블루베리 리밸런싱스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,2,,,
213,86554,트루케어 판테놀 수분 스킨,트루케어 판테놀 수분 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,11,11,1.0,4,,,
214,86660,제주 왕 벚꽃 스킨 피부탄력 수분 안티에이징 브라이트닝효과 보습 천연성분 저자극,제주 왕벚꽃 스킨,이니스프리,스킨/토너,스킨/토너,0.7353,1,34,7,1.0,3,,,
215,86603,그린티 밸런싱 스킨 리뉴얼,그린티 밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,0.9091,1,11,8,1.0,3,,,
216,86818,올리브 리얼 파워 크림,올리브 리얼 파워크림,이니스프리,크림,크림,1.0,1,9,9,1.0,4,,,
217,86609,비자 시카 스킨,비자 시카 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,6,6,1.0,3,,,
219,86622,블루베리 리밸런싱 크림,블루베리 리밸런싱 크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
220,86568,블루베리 리밸런싱 스킨,블루베리 리밸런싱 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,3,,,
221,86566,진저 허니 앰플 스킨,진저허니 앰플 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,8,8,1.0,4,,,
222,86589,눙크 그린티 씨드 크림,그린티 씨드 크림,이니스프리,크림,크림,0.9259,1,9,7,1.0,3,,,
223,71215,올리브 리얼 스킨,올리브 리얼 스킨,이니스프리,스킨/토너,스킨/토너,1.0,1,7,7,1.0,3,,,
224,86673,제주 왕벚꽃 크림,제주 왕벚꽃 젤리 크림,이니스프리,크림,크림,0.9259,0,9,7,1.0,3,,,
227,86955,퍼펙트 리페어 아이크림,퍼펙트 리페어 아이크림,이니스프리,크림,크림,1.0,1,10,10,1.0,3,,,
228,86769,꽃송이버섯 바이탈 립앤아이 크림,꽃송이버섯 바이탈 립앤아이크림,이니스프리,크림,크림,1.0,1,14,14,1.0,4,,,
229,86547,그린티 씨드 세럼 수분 보습 기능성 화장품,그린티 씨드 세럼,이니스프리,에센스,에센스,0.8039,1,17,7,1.0,3,,,
230,86666,그린티 미스트,그린티 미스트,이니스프리,스킨/토너,스킨/토너,1.0,1,6,6,1.0,2,,,
231,86832,그린티 씨드 아이 앤 페이스 볼,그린티 씨드 아이 앤 페이스 볼,이니스프리,크림,크림,1.0,1,12,12,1.0,6,,,
233,86741,올리브 리얼 오일 미스트,올리브 리얼 오일 미스트,이니스프리,스킨/토너,스킨/토너,1.0,1,10,10,1.0,4,,,
